,title,author,pub_date,genre,book_summary
3382,Appointment with Death,Agatha Christie,1938-01-01,Crime Fiction,"Appointment with Death Agatha Christie Crime Fiction  Holidaying in Jerusalem, Poirot overhears Raymond Boynton telling his sister: ""You do see, don't you, that she's got to be killed?"" Their stepmother, Mrs. Boynton, is a sadistic tyrant who dominates all the younger members of her family, and who attracts the strong dislike of a group of people outside the immediate family. But when she is found dead, Hercule Poirot proposes to solve the case in twenty-four hours, even though he has no way of even proving whether it was murder."
12733,And Then There Were None,Agatha Christie,1939-11-06,Crime Fiction,"And Then There Were None Agatha Christie Crime Fiction  Ten people—Lawrence Wargrave, Vera Claythorne, Philip Lombard, General Macarthur, Emily Brent, Anthony ""Tony"" Marston, Dr. Armstrong, William Blore, and the servants Thomas and Ethel Rogers—have been invited to a mansion on the fictional Soldier Island (""Nigger Island"" in the original 1939 UK publication, ""Indian Island"" in the 1964 U.S. publication), which is based upon Burgh Island off the coast of Devon. Upon arriving, they are told that their hosts, a Mr and Mrs U.N. Owen (Ulick Norman"
3473,A Pocket Full of Rye,Agatha Christie,1953-11-09,Crime Fiction,"A Pocket Full of Rye Agatha Christie Crime Fiction  When upper middle class businessman Rex Fortescue dies while having tea, the police are shocked. The diagnosis is death by taxine - a poison found as a mixture of cardiotoxic diterpenes in the leaves, but not the berries (darils), of the European yew tree. His wife was the main suspect in the murder, until she also was murdered, after drinking tea laced with cyanide. Going on the only clue, a pocket full of rye found on the victim, Miss Marple begins investigating. Marple realizes the murders"
3476,4.50 From Paddington,Agatha Christie,1957-11-04,Cozy,"4.50 From Paddington Agatha Christie Cozy  Elspeth McGillicuddy has come from Scotland to visit her old friend Jane Marple. On the way, her train passes another train running parallel to her. Then, a blind in one of the compartments flies up and she sees a woman being strangled to death! Only Miss Marple believes her story as there is no evidence of wrongdoing. The first task is to ascertain where the body could have been hidden. Comparison of the facts of the murder with the train timetable and the local geography lead to the grounds"
782,Murder on the Links,Agatha Christie,1923-01-01,Crime Fiction,"Murder on the Links Agatha Christie Crime Fiction  Captain Hastings arrives in the flat that he now shares with Poirot in London, eager to tell the Belgian detective about a woman with whom he has fallen hopelessly in love on the train from Paris to Calais. But Poirot is busy sorting his mail, impatiently tossing aside bills and banal requests ""recovering lost lap dogs for fashionable ladies"". Then he finds an extraordinary letter from the south of France: ""For God's sake, come!"" writes Monsieur Paul Renauld. Poirot decides to investigate and"
13211,The Gown of Glory,Agnes Sligh Turnbull,1952-01-01,Novel,"The Gown of Glory Agnes Sligh Turnbull Novel  The story begins in 1881 when the Reverend David Lyall brings his new wife from the city to his rural manse expecting to stay only a year. Twenty-five years and three grown children later, David is still the spiritual leader of the Calvinist congregation. The plot explores the small joys and quiet griefs of a minister's life as well as what happens when a wealthy young man falls in love with the minister's daughter."
5848,The Bishop's Mantle,Agnes Sligh Turnbull,1948-12-01,Novel,"The Bishop's Mantle Agnes Sligh Turnbull Novel  Hilary struggles to be a worthy replacement of his High Church predecessor, yet bring new meaning to his ministry, and cope with a persistent attempt of various persons to involve him in scandal, owing to the prominence of Lex's family. At one point he delivers a striking mid-week sermon to young men (who could not ordinarily attend services on Sunday since they have not rented pews!), and begins to read the following passage from Proverbs Chapter 7 (selective, some verses left out): :My son,"
10823,Daughter of Earth,Agnes Smedley,1929-01-01,Autobiographical novel,"Daughter of Earth Agnes Smedley Autobiographical novel  The novel begins in the 1890s with the Rogers family farming in Missouri. Though they are poor, Marie is unaware and enjoys her childhood for the most part. She does suffer physical abuse at the hands of her mother who believes that Marie lies. Marie’s parents’ marriage is not a happy one; Marie’s father wishes to make more money by leaving the farm and moves the reluctant family in order to obtain work cutting wood. The family bounces back and forth between John Rogers’s temporary jobs and"
14878,Lilies In December,Agustus Montrose,1856-09-08,Psychological novel,"Lilies In December Agustus Montrose Psychological novel  The setting of Lilies In December is the recovering western Irish village of Glen Arnen after the Potato Famine of the 1840s and early 1850s. Two young women, both named Lily have lost much of their family to the potato famine. One, Lily O'Malley has lost her mother and two brothers and is forced to survive in the hands of her abusive, drunkard father James O'Malley. The other, Lily McIntyre lost both parents and lives with her kind aunt Jane McIntyre who works under James O'Malley at the only"
4659,Badenheim 1939,Aharon Appelfeld,1978-01-01,Satire,"Badenheim 1939 Aharon Appelfeld Satire  Badenheim is a primarily Jewish resort town in Austria that hosts a yearly arts festival, organized by Dr. Pappenheim. Slowly, the Nazi regime, represented by the ""Sanitation Department"", begins shutting down the town and preparing to move its residents to Eastern Europe. The citizens begin blaming each other and losing their minds. Despite impending doom, others remain optimistic and refuse to see the coming Holocaust."
14621,A Mind at Peace,Ahmet Hamdi Tanpinar,1949-01-01,Novel,"A Mind at Peace Ahmet Hamdi Tanpinar Novel  The novel is orchestrated into four parts named after the four main characters: “İhsan,” “Nuran,” “Suad,” and “Mümtaz”. At a young age, after his parents die during the Allied occupations of Ottoman territories after WWI, Mümtaz, goes to live with his much older cousin İhsan, an intellectual and history teacher at Galatasaray, the famous French lyceum in Istanbul. Their relationship is one of mentor and student. İhsan is a role model who has now fallen seriously ill, upsetting the spirit of"
15759,This Is All: The Pillow Book of Cordelia Kenn,Aidan Chambers,2005-01-01,Young adult literature,"This Is All: The Pillow Book of Cordelia Kenn Aidan Chambers Young adult literature  Teenager Cordelia Kenn writes a pillow book for her unborn daughter, speaking of her friendships, romantic experiences, poetry, her special relationship with her teacher Julie, a boy named Will, trees and how her daughter came to be. The pillow book was inspired from Sei Shonagon's pillow book during the Heian Culture in Japan, from which she also gets her inspiration for poetry from Poetry Immortal Izumi Shikibu. Throughout the book's 800 pages Cordelia's teenage years and her character are"
15751,Now I Know,Aidan Chambers,1987-01-01,Young adult literature,"Now I Know Aidan Chambers Young adult literature  Nik, a seventeen-year-old boy, is inspired to study the relationship of Christianity to contemporary life when he is chosen to play Jesus Christ in a film project. Tom is investigating a the mystery of a body found hanging from a scrapyard crane. Julie is in hospital, bandaged from head to foot."
